10090.ENSMUSP00000036596 9606.ENSP00000313110
10090.ENSMUSP00000117110 9606.ENSP00000354085 9606.ENSP00000432016
10090.ENSMUSP00000080613 9606.ENSP00000369349 9606.ENSP00000293670 9606.ENSP00000444533
10090.ENSMUSP00000063309 9606.ENSP00000370129 9606.ENSP00000369814 9606.ENSP00000369927 9606.ENSP00000370254
10090.ENSMUSP00000105472 9606.ENSP00000340292
10090.ENSMUSP00000105473 9606.ENSP00000348632
10090.ENSMUSP00000105470 9606.ENSP00000340292
10090.ENSMUSP00000105471 9606.ENSP00000417653
10090.ENSMUSP00000105477 9606.ENSP00000425487
10090.ENSMUSP00000105474 9606.ENSP00000347495
10090.ENSMUSP00000105478 9606.ENSP00000425487
10090.ENSMUSP00000060650 9606.ENSP00000344577 9606.ENSP00000317674 9606.ENSP00000249066 9606.ENSP00000338260
10090.ENSMUSP00000086752 9606.ENSP00000333003
10090.ENSMUSP00000040516 9606.ENSP00000234371
10090.ENSMUSP00000130012 9606.ENSP00000354497
10090.ENSMUSP00000039202 9606.ENSP00000373860
10090.ENSMUSP00000034632 9606.ENSP00000436596
10090.ENSMUSP00000039206 9606.ENSP00000262903
10090.ENSMUSP00000113162 9606.ENSP00000377971
10090.ENSMUSP00000113161 9606.ENSP00000450873
10090.ENSMUSP00000113160 9606.ENSP00000475686 9606.ENSP00000305777
10090.ENSMUSP00000113167 9606.ENSP00000457353
10090.ENSMUSP00000113166 9606.ENSP00000290231
10090.ENSMUSP00000113165 9606.ENSP00000316729
10090.ENSMUSP00000113164 9606.ENSP00000377112
10090.ENSMUSP00000051512 9606.ENSP00000480090
10090.ENSMUSP00000113169 9606.ENSP00000259037
10090.ENSMUSP00000113168 9606.ENSP00000344577 9606.ENSP00000317674 9606.ENSP00000249066 9606.ENSP00000338260
10090.ENSMUSP00000051515 9606.ENSP00000368152
10090.ENSMUSP00000126541 9606.ENSP00000370891
10090.ENSMUSP00000126540 9606.ENSP00000485108
10090.ENSMUSP00000126543 9606.ENSP00000364691
10090.ENSMUSP00000126545 9606.ENSP00000351391
10090.ENSMUSP00000126546 9606.ENSP00000336861
10090.ENSMUSP00000130359 9606.ENSP00000261879
10090.ENSMUSP00000033063 9606.ENSP00000325708
10090.ENSMUSP00000111106 9606.ENSP00000287916
10090.ENSMUSP00000068087 9606.ENSP00000259400
10090.ENSMUSP00000068086 9606.ENSP00000300051
10090.ENSMUSP00000113295 9606.ENSP00000450527
10090.ENSMUSP00000113294 9606.ENSP00000221480
10090.ENSMUSP00000113297 9606.ENSP00000373574
10090.ENSMUSP00000053853 9606.ENSP00000327832
10090.ENSMUSP00000113291 9606.ENSP00000396747
10090.ENSMUSP00000113292 9606.ENSP00000480791
10090.ENSMUSP00000113299 9606.ENSP00000434103
10090.ENSMUSP00000113298 9606.ENSP00000327846
10090.ENSMUSP00000087485 9606.ENSP00000359675
10090.ENSMUSP00000087482 9606.ENSP00000380349
10090.ENSMUSP00000087481 9606.ENSP00000298767
10090.ENSMUSP00000092395 9606.ENSP00000039989
10090.ENSMUSP00000086285 9606.ENSP00000376930
10090.ENSMUSP00000135090 9606.ENSP00000294168
10090.ENSMUSP00000068333 9606.ENSP00000289753
10090.ENSMUSP00000068332 9606.ENSP00000375095
10090.ENSMUSP00000086288 9606.ENSP00000360017
10090.ENSMUSP00000102516 9606.ENSP00000463533
10090.ENSMUSP00000113831 9606.ENSP00000420641
10090.ENSMUSP00000113830 9606.ENSP00000308461
10090.ENSMUSP00000113832 9606.ENSP00000311500 9606.ENSP00000281871
10090.ENSMUSP00000113835 9606.ENSP00000328992
10090.ENSMUSP00000113834 9606.ENSP00000285737
10090.ENSMUSP00000113837 9606.ENSP00000263925
10090.ENSMUSP00000113836 9606.ENSP00000422533
10090.ENSMUSP00000113838 9606.ENSP00000230588
10090.ENSMUSP00000032336 9606.ENSP00000240617
10090.ENSMUSP00000032330 9606.ENSP00000256951
10090.ENSMUSP00000117095 9606.ENSP00000365777
10090.ENSMUSP00000033229 9606.ENSP00000369586
10090.ENSMUSP00000097369 9606.ENSP00000325128 9606.ENSP00000367664
10090.ENSMUSP00000113772 9606.ENSP00000384223
10090.ENSMUSP00000117092 9606.ENSP00000323714
10090.ENSMUSP00000048742 9606.ENSP00000344816
10090.ENSMUSP00000052722 9606.ENSP00000323606
10090.ENSMUSP00000117091 9606.ENSP00000420387
10090.ENSMUSP00000113771 9606.ENSP00000337261
10090.ENSMUSP00000118117 9606.ENSP00000362260
10090.ENSMUSP00000118116 9606.ENSP00000363389
10090.ENSMUSP00000118115 9606.ENSP00000263915
10090.ENSMUSP00000118114 9606.ENSP00000240361
10090.ENSMUSP00000118113 9606.ENSP00000363929
10090.ENSMUSP00000118112 9606.ENSP00000464932
10090.ENSMUSP00000118111 9606.ENSP00000420949
10090.ENSMUSP00000118110 9606.ENSP00000456543
10090.ENSMUSP00000082500 9606.ENSP00000216807
10090.ENSMUSP00000082501 9606.ENSP00000353769
10090.ENSMUSP00000082503 9606.ENSP00000302647
10090.ENSMUSP00000115503 9606.ENSP00000317177
10090.ENSMUSP00000082505 9606.ENSP00000406162
10090.ENSMUSP00000118119 9606.ENSP00000247026
10090.ENSMUSP00000118118 9606.ENSP00000305613
10090.ENSMUSP00000054072 9606.ENSP00000370104
10090.ENSMUSP00000097461 9606.ENSP00000485070 9606.ENSP00000323555
10090.ENSMUSP00000142519 9606.ENSP00000333212
10090.ENSMUSP00000111479 9606.ENSP00000262039
10090.ENSMUSP00000135869 9606.ENSP00000265773
10090.ENSMUSP00000004494 9606.ENSP00000369131
10090.ENSMUSP00000097364 9606.ENSP00000411827
10090.ENSMUSP00000004497 9606.ENSP00000347088
10090.ENSMUSP00000135862 9606.ENSP00000168148
10090.ENSMUSP00000135863 9606.ENSP00000260682 9606.ENSP00000360372 9606.ENSP00000360317
10090.ENSMUSP00000111471 9606.ENSP00000379691
10090.ENSMUSP00000142513 9606.ENSP00000378191
10090.ENSMUSP00000142514 9606.ENSP00000357644
10090.ENSMUSP00000111476 9606.ENSP00000459626
10090.ENSMUSP00000142516 9606.ENSP00000488642 9606.ENSP00000230859
10090.ENSMUSP00000142517 9606.ENSP00000222390
10090.ENSMUSP00000125166 9606.ENSP00000366061
10090.ENSMUSP00000125167 9606.ENSP00000365433
10090.ENSMUSP00000125164 9606.ENSP00000301149
10090.ENSMUSP00000125162 9606.ENSP00000354848
10090.ENSMUSP00000138929 9606.ENSP00000342169
10090.ENSMUSP00000125160 9606.ENSP00000375899
10090.ENSMUSP00000138924 9606.ENSP00000322020
10090.ENSMUSP00000138925 9606.ENSP00000388940
10090.ENSMUSP00000138926 9606.ENSP00000235345
10090.ENSMUSP00000138927 9606.ENSP00000344206
10090.ENSMUSP00000138920 9606.ENSP00000315654
10090.ENSMUSP00000138921 9606.ENSP00000384234
10090.ENSMUSP00000125168 9606.ENSP00000310723
10090.ENSMUSP00000125169 9606.ENSP00000260653
10090.ENSMUSP00000073409 9606.ENSP00000308270
10090.ENSMUSP00000031810 9606.ENSP00000223208
10090.ENSMUSP00000138484 9606.ENSP00000262570
10090.ENSMUSP00000091579 9606.ENSP00000378650
10090.ENSMUSP00000107145 9606.ENSP00000412752
10090.ENSMUSP00000019726 9606.ENSP00000221957
10090.ENSMUSP00000019721 9606.ENSP00000005178
10090.ENSMUSP00000019722 9606.ENSP00000301281
10090.ENSMUSP00000019723 9606.ENSP00000262947
10090.ENSMUSP00000129660 9606.ENSP00000378958 9606.ENSP00000387229
10090.ENSMUSP00000129663 9606.ENSP00000299752
10090.ENSMUSP00000129662 9606.ENSP00000459551 9606.ENSP00000326324 9606.ENSP00000340519 9606.ENSP00000464535
10090.ENSMUSP00000020437 9606.ENSP00000302537
10090.ENSMUSP00000129666 9606.ENSP00000246914
10090.ENSMUSP00000040255 9606.ENSP00000253799
10090.ENSMUSP00000119244 9606.ENSP00000381740
10090.ENSMUSP00000119245 9606.ENSP00000370208
10090.ENSMUSP00000119246 9606.ENSP00000266395
10090.ENSMUSP00000119240 9606.ENSP00000420127
10090.ENSMUSP00000119241 9606.ENSP00000483228
10090.ENSMUSP00000119242 9606.ENSP00000350310
10090.ENSMUSP00000119243 9606.ENSP00000377115
10090.ENSMUSP00000083671 9606.ENSP00000333374
10090.ENSMUSP00000107143 9606.ENSP00000481732
10090.ENSMUSP00000119248 9606.ENSP00000371073
10090.ENSMUSP00000119249 9606.ENSP00000434343
10090.ENSMUSP00000122677 9606.ENSP00000323635
10090.ENSMUSP00000122676 9606.ENSP00000353791
10090.ENSMUSP00000122675 9606.ENSP00000409667
10090.ENSMUSP00000122674 9606.ENSP00000233712
10090.ENSMUSP00000122673 9606.ENSP00000239374
10090.ENSMUSP00000122672 9606.ENSP00000271688
10090.ENSMUSP00000122671 9606.ENSP00000480004
10090.ENSMUSP00000122670 9606.ENSP00000343023
10090.ENSMUSP00000016530 9606.ENSP00000350833
10090.ENSMUSP00000122679 9606.ENSP00000362014
10090.ENSMUSP00000122678 9606.ENSP00000380675
10090.ENSMUSP00000104097 9606.ENSP00000375810
10090.ENSMUSP00000043659 9606.ENSP00000470879
10090.ENSMUSP00000124789 9606.ENSP00000363921
10090.ENSMUSP00000124788 9606.ENSP00000416696
10090.ENSMUSP00000124781 9606.ENSP00000261479
10090.ENSMUSP00000124783 9606.ENSP00000403937
10090.ENSMUSP00000124782 9606.ENSP00000381102
10090.ENSMUSP00000124785 9606.ENSP00000361278
10090.ENSMUSP00000124787 9606.ENSP00000307939
10090.ENSMUSP00000124786 9606.ENSP00000356115
10090.ENSMUSP00000121092 9606.ENSP00000455507
10090.ENSMUSP00000049038 9606.ENSP00000374213
10090.ENSMUSP00000121090 9606.ENSP00000264036
10090.ENSMUSP00000121096 9606.ENSP00000403644
10090.ENSMUSP00000121097 9606.ENSP00000345192
10090.ENSMUSP00000121094 9606.ENSP00000263925
10090.ENSMUSP00000121095 9606.ENSP00000467141
10090.ENSMUSP00000046027 9606.ENSP00000267615
10090.ENSMUSP00000046026 9606.ENSP00000258106
10090.ENSMUSP00000121098 9606.ENSP00000384182
10090.ENSMUSP00000121099 9606.ENSP00000340839
10090.ENSMUSP00000049034 9606.ENSP00000420608
10090.ENSMUSP00000036541 9606.ENSP00000470262
10090.ENSMUSP00000134409 9606.ENSP00000366233
10090.ENSMUSP00000134408 9606.ENSP00000229214
10090.ENSMUSP00000125786 9606.ENSP00000357199
10090.ENSMUSP00000041242 9606.ENSP00000331462
10090.ENSMUSP00000134402 9606.ENSP00000385142
10090.ENSMUSP00000134401 9606.ENSP00000364210
10090.ENSMUSP00000125789 9606.ENSP00000325526
10090.ENSMUSP00000134407 9606.ENSP00000376930
10090.ENSMUSP00000134406 9606.ENSP00000379839
10090.ENSMUSP00000134405 9606.ENSP00000386921
10090.ENSMUSP00000123784 9606.ENSP00000366843
10090.ENSMUSP00000123785 9606.ENSP00000345702
10090.ENSMUSP00000123786 9606.ENSP00000248444
10090.ENSMUSP00000123787 9606.ENSP00000385887
10090.ENSMUSP00000123780 9606.ENSP00000363017
10090.ENSMUSP00000123781 9606.ENSP00000428756
10090.ENSMUSP00000123782 9606.ENSP00000416959
10090.ENSMUSP00000123783 9606.ENSP00000331678
10090.ENSMUSP00000123788 9606.ENSP00000316681
10090.ENSMUSP00000123789 9606.ENSP00000396704
10090.ENSMUSP00000133833 9606.ENSP00000221996
10090.ENSMUSP00000133831 9606.ENSP00000334002
10090.ENSMUSP00000031018 9606.ENSP00000306817
10090.ENSMUSP00000051741 9606.ENSP00000373948
10090.ENSMUSP00000133835 9606.ENSP00000347896
10090.ENSMUSP00000133834 9606.ENSP00000216241
10090.ENSMUSP00000047374 9606.ENSP00000477817
10090.ENSMUSP00000047376 9606.ENSP00000310447
10090.ENSMUSP00000031017 9606.ENSP00000264716
10090.ENSMUSP00000031011 9606.ENSP00000328551
10090.ENSMUSP00000047372 9606.ENSP00000377086
10090.ENSMUSP00000121324 9606.ENSP00000442954
10090.ENSMUSP00000121325 9606.ENSP00000288050
10090.ENSMUSP00000121326 9606.ENSP00000261883
10090.ENSMUSP00000121327 9606.ENSP00000263629
10090.ENSMUSP00000121320 9606.ENSP00000345917
10090.ENSMUSP00000121322 9606.ENSP00000219400
10090.ENSMUSP00000121323 9606.ENSP00000251143
10090.ENSMUSP00000121329 9606.ENSP00000259605
10090.ENSMUSP00000041794 9606.ENSP00000296277
10090.ENSMUSP00000041796 9606.ENSP00000306372
10090.ENSMUSP00000041790 9606.ENSP00000354724
10090.ENSMUSP00000041793 9606.ENSP00000269466
10090.ENSMUSP00000133640 9606.ENSP00000488594 9606.ENSP00000308720 9606.ENSP00000354280
10090.ENSMUSP00000092410 9606.ENSP00000331907
10090.ENSMUSP00000071704 9606.ENSP00000467176
10090.ENSMUSP00000123258 9606.ENSP00000370912
10090.ENSMUSP00000123259 9606.ENSP00000373566
10090.ENSMUSP00000123256 9606.ENSP00000437073
10090.ENSMUSP00000123257 9606.ENSP00000387187
10090.ENSMUSP00000123254 9606.ENSP00000479370
10090.ENSMUSP00000131573 9606.ENSP00000261609
10090.ENSMUSP00000131574 9606.ENSP00000326737
10090.ENSMUSP00000131575 9606.ENSP00000263697
10090.ENSMUSP00000123250 9606.ENSP00000347852
10090.ENSMUSP00000026297 9606.ENSP00000338573
10090.ENSMUSP00000099370 9606.ENSP00000200557
10090.ENSMUSP00000142978 9606.ENSP00000296444
10090.ENSMUSP00000133644 9606.ENSP00000331111
10090.ENSMUSP00000026295 9606.ENSP00000364293
10090.ENSMUSP00000021822 9606.ENSP00000262551
10090.ENSMUSP00000047128 9606.ENSP00000444628
10090.ENSMUSP00000099375 9606.ENSP00000262407
10090.ENSMUSP00000102415 9606.ENSP00000345972
10090.ENSMUSP00000021824 9606.ENSP00000441140
10090.ENSMUSP00000046688 9606.ENSP00000386195
10090.ENSMUSP00000139389 9606.ENSP00000358963
10090.ENSMUSP00000139387 9606.ENSP00000399805
10090.ENSMUSP00000139386 9606.ENSP00000342169
10090.ENSMUSP00000139385 9606.ENSP00000420854
10090.ENSMUSP00000046686 9606.ENSP00000438468
10090.ENSMUSP00000139381 9606.ENSP00000220751
10090.ENSMUSP00000101164 9606.ENSP00000356774
10090.ENSMUSP00000040684 9606.ENSP00000389252
10090.ENSMUSP00000101167 9606.ENSP00000481570
10090.ENSMUSP00000076951 9606.ENSP00000360147
10090.ENSMUSP00000076957 9606.ENSP00000304410
10090.ENSMUSP00000035227 9606.ENSP00000273598
10090.ENSMUSP00000005452 9606.ENSP00000292408
10090.ENSMUSP00000042269 9606.ENSP00000417235
10090.ENSMUSP00000047083 9606.ENSP00000242108
10090.ENSMUSP00000035220 9606.ENSP00000265563
10090.ENSMUSP00000042265 9606.ENSP00000361219
10090.ENSMUSP00000042266 9606.ENSP00000263710
10090.ENSMUSP00000042260 9606.ENSP00000325017
10090.ENSMUSP00000047088 9606.ENSP00000470123
10090.ENSMUSP00000046974 9606.ENSP00000331614
10090.ENSMUSP00000141169 9606.ENSP00000384006
10090.ENSMUSP00000139969 9606.ENSP00000372105 9606.ENSP00000307155 9606.ENSP00000372127 9606.ENSP00000372484 9606.ENSP00000372154 9606.ENSP00000250831
10090.ENSMUSP00000139968 9606.ENSP00000325128 9606.ENSP00000367664
10090.ENSMUSP00000078501 9606.ENSP00000225276
10090.ENSMUSP00000078503 9606.ENSP00000296438
10090.ENSMUSP00000131056 9606.ENSP00000301061
10090.ENSMUSP00000139962 9606.ENSP00000254654
10090.ENSMUSP00000136713 9606.ENSP00000444278
10090.ENSMUSP00000139960 9606.ENSP00000396936
10090.ENSMUSP00000136715 9606.ENSP00000216036
10090.ENSMUSP00000139966 9606.ENSP00000428572
10090.ENSMUSP00000136717 9606.ENSP00000331209
10090.ENSMUSP00000139964 9606.ENSP00000235382
10090.ENSMUSP00000006181 9606.ENSP00000263354
10090.ENSMUSP00000143374 9606.ENSP00000296444
10090.ENSMUSP00000034570 9606.ENSP00000280362
10090.ENSMUSP00000030051 9606.ENSP00000363641
10090.ENSMUSP00000131052 9606.ENSP00000377250
10090.ENSMUSP00000071976 9606.ENSP00000488594 9606.ENSP00000308720 9606.ENSP00000354280
10090.ENSMUSP00000143371 9606.ENSP00000405620
10090.ENSMUSP00000001202 9606.ENSP00000360154
10090.ENSMUSP00000143370 9606.ENSP00000359804
10090.ENSMUSP00000001204 9606.ENSP00000272298
10090.ENSMUSP00000070071 9606.ENSP00000362760
10090.ENSMUSP00000132008 9606.ENSP00000374424 9606.ENSP00000354732
10090.ENSMUSP00000070073 9606.ENSP00000251377 9606.ENSP00000375629 9606.ENSP00000251372 9606.ENSP00000315997
10090.ENSMUSP00000132001 9606.ENSP00000222399
10090.ENSMUSP00000132000 9606.ENSP00000262320
10090.ENSMUSP00000132002 9606.ENSP00000350050
10090.ENSMUSP00000132004 9606.ENSP00000368356
10090.ENSMUSP00000132006 9606.ENSP00000354608
10090.ENSMUSP00000141280 9606.ENSP00000401853
10090.ENSMUSP00000131058 9606.ENSP00000477567
10090.ENSMUSP00000041241 9606.ENSP00000425133
10090.ENSMUSP00000043130 9606.ENSP00000396976
10090.ENSMUSP00000043138 9606.ENSP00000363124
10090.ENSMUSP00000065764 9606.ENSP00000379836
10090.ENSMUSP00000095914 9606.ENSP00000355593
10090.ENSMUSP00000139022 9606.ENSP00000384234
10090.ENSMUSP00000031900 9606.ENSP00000386450
10090.ENSMUSP00000031901 9606.ENSP00000265310
10090.ENSMUSP00000139023 9606.ENSP00000373895
10090.ENSMUSP00000007584 9606.ENSP00000253807
10090.ENSMUSP00000100347 9606.ENSP00000441696 9606.ENSP00000438480
10090.ENSMUSP00000100346 9606.ENSP00000446355
10090.ENSMUSP00000100345 9606.ENSP00000451535
10090.ENSMUSP00000100344 9606.ENSP00000446309 9606.ENSP00000439668
10090.ENSMUSP00000033500 9606.ENSP00000339136
10090.ENSMUSP00000033501 9606.ENSP00000334061
10090.ENSMUSP00000033502 9606.ENSP00000365858
10090.ENSMUSP00000100340 9606.ENSP00000482939 9606.ENSP00000479533
10090.ENSMUSP00000033509 9606.ENSP00000417052
10090.ENSMUSP00000139027 9606.ENSP00000260323
10090.ENSMUSP00000062239 9606.ENSP00000369702
10090.ENSMUSP00000028487 9606.ENSP00000233156
10090.ENSMUSP00000056621 9606.ENSP00000046794
10090.ENSMUSP00000136037 9606.ENSP00000350078
10090.ENSMUSP00000062231 9606.ENSP00000424474
10090.ENSMUSP00000130713 9606.ENSP00000376134
10090.ENSMUSP00000130712 9606.ENSP00000357801
10090.ENSMUSP00000112660 9606.ENSP00000456850
10090.ENSMUSP00000130717 9606.ENSP00000438388
10090.ENSMUSP00000130716 9606.ENSP00000372649 9606.ENSP00000396648 9606.ENSP00000328768
10090.ENSMUSP00000130715 9606.ENSP00000399136
10090.ENSMUSP00000130714 9606.ENSP00000216277
10090.ENSMUSP00000141982 9606.ENSP00000259239
10090.ENSMUSP00000145402 9606.ENSP00000258098
10090.ENSMUSP00000092621 9606.ENSP00000265362
10090.ENSMUSP00000092624 9606.ENSP00000377027
10090.ENSMUSP00000092627 9606.ENSP00000378193
10090.ENSMUSP00000145511 9606.ENSP00000386881
10090.ENSMUSP00000145510 9606.ENSP00000223208
10090.ENSMUSP00000145513 9606.ENSP00000386433
10090.ENSMUSP00000145512 9606.ENSP00000282892
10090.ENSMUSP00000145515 9606.ENSP00000385450
10090.ENSMUSP00000145514 9606.ENSP00000335074
10090.ENSMUSP00000145517 9606.ENSP00000360034
10090.ENSMUSP00000145516 9606.ENSP00000294638
10090.ENSMUSP00000145519 9606.ENSP00000229402
10090.ENSMUSP00000145518 9606.ENSP00000386881
10090.ENSMUSP00000134872 9606.ENSP00000395587 9606.ENSP00000452252 9606.ENSP00000474388 9606.ENSP00000375220 9606.ENSP00000379462 9606.ENSP00000474204 9606.ENSP00000417289 9606.ENSP00000419539
10090.ENSMUSP00000128903 9606.ENSP00000385814
10090.ENSMUSP00000134870 9606.ENSP00000260276
10090.ENSMUSP00000134871 9606.ENSP00000362300
10090.ENSMUSP00000134876 9606.ENSP00000300087
10090.ENSMUSP00000134877 9606.ENSP00000429900
10090.ENSMUSP00000134874 9606.ENSP00000298832
10090.ENSMUSP00000134875 9606.ENSP00000376306
10090.ENSMUSP00000099904 9606.ENSP00000361471
10090.ENSMUSP00000099905 9606.ENSP00000337838
10090.ENSMUSP00000099906 9606.ENSP00000337838
10090.ENSMUSP00000099907 9606.ENSP00000337838
10090.ENSMUSP00000028737 9606.ENSP00000335557
10090.ENSMUSP00000099901 9606.ENSP00000365630
10090.ENSMUSP00000099902 9606.ENSP00000349259
10090.ENSMUSP00000037082 9606.ENSP00000260257
10090.ENSMUSP00000134129 9606.ENSP00000261712
10090.ENSMUSP00000113122 9606.ENSP00000261226
10090.ENSMUSP00000109546 9606.ENSP00000354791
10090.ENSMUSP00000109547 9606.ENSP00000420037
10090.ENSMUSP00000109544 9606.ENSP00000332791
10090.ENSMUSP00000133063 9606.ENSP00000447006
10090.ENSMUSP00000133064 9606.ENSP00000339824
10090.ENSMUSP00000109543 9606.ENSP00000420037
10090.ENSMUSP00000038301 9606.ENSP00000272224
10090.ENSMUSP00000109541 9606.ENSP00000332791
10090.ENSMUSP00000133069 9606.ENSP00000380157
10090.ENSMUSP00000109548 9606.ENSP00000332791
10090.ENSMUSP00000109549 9606.ENSP00000332791
10090.ENSMUSP00000134120 9606.ENSP00000363993
10090.ENSMUSP00000021757 9606.ENSP00000479664
10090.ENSMUSP00000117606 9606.ENSP00000473001
10090.ENSMUSP00000134122 9606.ENSP00000426494
10090.ENSMUSP00000112418 9606.ENSP00000237380
10090.ENSMUSP00000112419 9606.ENSP00000362894
10090.ENSMUSP00000134123 9606.ENSP00000219150
10090.ENSMUSP00000112410 9606.ENSP00000355593
10090.ENSMUSP00000112411 9606.ENSP00000384849
10090.ENSMUSP00000023873 9606.ENSP00000319169
10090.ENSMUSP00000112413 9606.ENSP00000415243
10090.ENSMUSP00000112414 9606.ENSP00000426174
10090.ENSMUSP00000112415 9606.ENSP00000293255
10090.ENSMUSP00000112416 9606.ENSP00000371661
10090.ENSMUSP00000112417 9606.ENSP00000402457
10090.ENSMUSP00000134126 9606.ENSP00000416293
10090.ENSMUSP00000138466 9606.ENSP00000470972
10090.ENSMUSP00000141922 9606.ENSP00000295702
10090.ENSMUSP00000128177 9606.ENSP00000312262
10090.ENSMUSP00000026999 9606.ENSP00000262158
10090.ENSMUSP00000142890 9606.ENSP00000382863
10090.ENSMUSP00000142892 9606.ENSP00000421828
10090.ENSMUSP00000142895 9606.ENSP00000474384 9606.ENSP00000375006 9606.ENSP00000485200 9606.ENSP00000375043 9606.ENSP00000375020
10090.ENSMUSP00000142894 9606.ENSP00000296438
10090.ENSMUSP00000142897 9606.ENSP00000340874
10090.ENSMUSP00000142896 9606.ENSP00000312741
10090.ENSMUSP00000026991 9606.ENSP00000261942
10090.ENSMUSP00000026990 9606.ENSP00000265097
10090.ENSMUSP00000022474 9606.ENSP00000378307
10090.ENSMUSP00000026994 9606.ENSP00000332737
10090.ENSMUSP00000026997 9606.ENSP00000366434
10090.ENSMUSP00000022471 9606.ENSP00000378307
10090.ENSMUSP00000037332 9606.ENSP00000381821
10090.ENSMUSP00000037331 9606.ENSP00000445829
10090.ENSMUSP00000117605 9606.ENSP00000263966
10090.ENSMUSP00000066449 9606.ENSP00000362746
10090.ENSMUSP00000066448 9606.ENSP00000357917
10090.ENSMUSP00000058437 9606.ENSP00000356536
10090.ENSMUSP00000106345 9606.ENSP00000386502
10090.ENSMUSP00000106344 9606.ENSP00000380349
10090.ENSMUSP00000106347 9606.ENSP00000380349
10090.ENSMUSP00000132828 9606.ENSP00000368814
10090.ENSMUSP00000106341 9606.ENSP00000250454
10090.ENSMUSP00000132823 9606.ENSP00000384950
10090.ENSMUSP00000132822 9606.ENSP00000349658
10090.ENSMUSP00000132820 9606.ENSP00000482030
10090.ENSMUSP00000106349 9606.ENSP00000380349
10090.ENSMUSP00000132824 9606.ENSP00000435299
10090.ENSMUSP00000127036 9606.ENSP00000353072
10090.ENSMUSP00000036065 9606.ENSP00000367590
10090.ENSMUSP00000127034 9606.ENSP00000293831
10090.ENSMUSP00000102456 9606.ENSP00000392617
10090.ENSMUSP00000093991 9606.ENSP00000307443
10090.ENSMUSP00000102450 9606.ENSP00000369373
10090.ENSMUSP00000127030 9606.ENSP00000326381
10090.ENSMUSP00000093992 9606.ENSP00000371193
10090.ENSMUSP00000102458 9606.ENSP00000358571
10090.ENSMUSP00000127038 9606.ENSP00000417235
10090.ENSMUSP00000141025 9606.ENSP00000445381
10090.ENSMUSP00000109551 9606.ENSP00000354791
10090.ENSMUSP00000137344 9606.ENSP00000366280
10090.ENSMUSP00000075094 9606.ENSP00000324792
